ID,genero,idade,etnia,formacao,estado,tempo_de_casa,departamento,senioridade
93AC,Masculino,22,Branco,Ensino Superior,SC,4,Compras,Analista Pleno
874F,Masculino,20,Pardo,Ensino Superior,TO,0,Contabilidade,Estagiario
6EC9,Feminino,27,Branco,Ensino Superior,AP,4,Administrativo,Analista Junior
9EE9,Masculino,35,Branco,Ensino Superior,PE,8,Compras,Analista Senior
616F,Masculino,30,Pardo,Ensino Superior,PA,2,Contabilidade,Analista Senior
F843,Masculino,38,Branco,Ensino Superior,AM,7,Marketing,Analista Senior
A79C,Masculino,38,Pardo,Ensino Superior,MT,9,Contabilidade,Gerente
AE40,Masculino,39,Amarelo,Mestrado,AC,7,Recursos Humanos,Analista Senior
44F1,Feminino,25,Preto,Ensino Superior,MG,3,TI,Analista Senior
E4A8,Masculino,31,Preto,Pos graduacao,SP,12,Recursos Humanos,Analista Senior
476B,Masculino,44,Branco,Pos graduacao,RJ,0,Compras,Analista Junior
CA75,Masculino,40,Branco,Ensino Superior,MS,0,Vendas,Analista Senior
2D42,Masculino,25,Pardo,Doutorado,PR,6,Operacoes,Analista Pleno
571B,Feminino,33,Pardo,Mestrado,SP,9,Administrativo,Analista Pleno
33D5,Feminino,31,Branco,Ensino Medio,MT,9,Desenvolvimento de Produtos,Analista Junior
22FF,Masculino,27,Branco,Ensino Superior,SP,5,TI,Analista Senior
5350,Masculino,34,Pardo,Ensino Superior,AM,13,Compras,Analista Junior
1D34,Masculino,31,Branco,Pos graduacao,MG,1,TI,Analista Junior
D143,Masculino,35,Amarelo,Ensino Superior,RJ,6,Recursos Humanos,Analista Senior
AD19,Masculino,37,Amarelo,Mestrado,AC,1,Operacoes,Analista Senior
A9BA,Masculino,19,Branco,Ensino Superior,RJ,,Compras,Analista Junior
B6C8,Masculino,19,Pardo,Pos graduacao,SP,4,Vendas,Gerente
353E,Masculino,21,Pardo,Ensino Superior,SC,7,Administrativo,Analista Pleno
475B,Masculino,32,Preto,Mestrado,MT,3,Recursos Humanos,Gerente
D046,Masculino,26,Branco,Mestrado,RN,4,Compras,Gerente
D4F1,Masculino,21,Preto,Ensino Superior,GO,1,TI,Analista Pleno
9E84,Masculino,41,Pardo,Ensino Superior,MG,8,Recursos Humanos,Analista Junior
8A2F,Masculino,37,Branco,Ensino Superior,SE,1,Contabilidade,Analista Pleno
263C,Masculino,41,Pardo,Ensino Superior,TO,6,Desenvolvimento de Produtos,Analista Pleno
3195,Masculino,22,Pardo,Ensino Medio,MA,6,Compras,Analista Junior
7F47,Masculino,19,Pardo,Ensino Medio,PR,,Desenvolvimento de Produtos,Analista Junior
3B4D,Masculino,31,Branco,Doutorado,TO,,Administrativo,Analista Junior
F99E,Feminino,20,Pardo,Ensino Superior,PA,,Compras,Analista Senior
5CB4,Masculino,35,Pardo,Pos graduacao,RN,3,Administrativo,Analista Junior
F8CF,Masculino,39,Branco,Pos graduacao,PI,9,Contabilidade,Analista Junior
A929,Masculino,35,Branco,Ensino Superior,MG,7,Administrativo,Gerente
DE2B,Feminino,30,Preto,Mestrado,DF,8,Operacoes,Gerente
B537,Feminino,30,Branco,Ensino Superior,MT,3,Compras,Analista Senior
1F47,Masculino,29,Branco,Ensino Medio,GO,1,Desenvolvimento de Produtos,Analista Pleno
1A16,Feminino,30,Branco,Ensino Superior,SP,8,Administrativo,Analista Junior
A0E2,Masculino,31,Branco,Ensino Superior,MG,5,Operacoes,Analista Pleno
ADAC,Masculino,18,Preto,Ensino Superior,ES,,Recursos Humanos,Analista Junior
AAB0,Masculino,42,Pardo,Ensino Superior,MG,8,Administrativo,Analista Pleno
2158,Masculino,18,Branco,Ensino Superior,RS,4,Vendas,Analista Junior
254E,Masculino,31,Preto,Doutorado,RS,5,Recursos Humanos,Analista Junior
AC48,Masculino,21,Branco,Ensino Superior,SC,3,Vendas,Analista Pleno
B6A9,Feminino,22,Branco,Ensino Superior,RJ,5,Administrativo,Analista Pleno
FD99,Masculino,28,Branco,Mestrado,MG,9,Contabilidade,Analista Pleno
5E9E,Masculino,38,Branco,Ensino Superior,SP,9,Vendas,Analista Junior
2626,Feminino,25,Pardo,Doutorado,RO,10,Compras,Analista Senior
3C00,Masculino,43,Pardo,Ensino Superior,MG,5,Contabilidade,Gerente
910D,Feminino,30,Branco,Pos graduacao,SP,3,Vendas,Gerente
88AB,Masculino,23,Branco,Doutorado,AM,8,Compras,Analista Senior
8B17,Masculino,44,Branco,Ensino Superior,PR,3,Operacoes,Analista Junior
DCB5,Masculino,20,Pardo,Ensino Superior,BA,2,Vendas,Analista Pleno
FBD2,Masculino,33,Pardo,Ensino Superior,RS,9,TI,Analista Junior
BFD7,Masculino,34,Pardo,Pos graduacao,RJ,4,Operacoes,Analista Senior
2ABD,Masculino,37,Branco,Doutorado,SC,12,Administrativo,Analista Senior
0CED,Feminino,32,Pardo,Ensino Superior,MS,5,Compras,Analista Junior
3E6C,Masculino,27,Pardo,Ensino Superior,SP,7,TI,Analista Junior
A079,Feminino,18,Pardo,Ensino Superior,GO,,Contabilidade,Analista Senior
1264,Masculino,49,Branco,Mestrado,MA,3,TI,Analista Pleno
AC4F,Masculino,18,Pardo,Ensino Medio,RS,3,Recursos Humanos,Analista Pleno
21BD,Masculino,21,Pardo,Ensino Superior,RJ,6,TI,Gerente
AE75,Feminino,29,Pardo,Mestrado,PE,7,TI,Analista Pleno
D1E5,Feminino,36,Branco,Doutorado,PI,6,Marketing,Analista Senior
F93F,Masculino,37,Branco,Ensino Superior,RJ,4,Administrativo,Analista Senior
8BDD,Masculino,31,Branco,Pos graduacao,PE,3,Compras,Analista Junior
32BB,Masculino,38,Branco,Ensino Superior,SP,6,Administrativo,Gerente
C753,Feminino,41,Pardo,Pos graduacao,AL,3,Compras,Analista Senior
5A2B,Masculino,30,Branco,Ensino Superior,PB,7,Marketing,Analista Junior
EC59,Masculino,18,Branco,Ensino Superior,RO,1,Recursos Humanos,Analista Pleno
8C67,Masculino,18,Preto,Ensino Medio,RS,2,Marketing,Analista Senior
C5CF,Feminino,27,Branco,Ensino Superior,MT,7,Marketing,Analista Senior
1AA8,Masculino,18,Branco,Ensino Superior,SP,,Compras,Analista Pleno
7DFB,Masculino,37,Branco,Ensino Superior,AC,6,Administrativo,Analista Junior
98CA,Feminino,20,Branco,Ensino Superior,SP,6,Desenvolvimento de Produtos,Analista Junior
FFFB,Masculino,30,Branco,Ensino Superior,MG,6,Administrativo,Analista Senior
0FAF,Feminino,35,Branco,Doutorado,PI,1,Operacoes,Analista Senior
AA89,Masculino,40,Amarelo,Mestrado,DF,8,Vendas,Analista Pleno
7B51,Feminino,25,Branco,Ensino Superior,MT,5,Administrativo,Analista Junior
EA1D,Masculino,34,Branco,Pos graduacao,PR,3,Desenvolvimento de Produtos,Analista Pleno
FC7A,Masculino,44,Branco,Ensino Superior,RS,4,Contabilidade,Analista Pleno
6DA7,Masculino,31,Pardo,Mestrado,RS,10,Recursos Humanos,Gerente
6AA3,Masculino,28,Pardo,Pos graduacao,PR,8,Contabilidade,Analista Senior
134F,Feminino,47,Branco,Ensino Superior,MA,,Compras,Analista Pleno
B67C,Feminino,41,Branco,Ensino Superior,SE,7,Vendas,Analista Pleno
9330,Feminino,20,Branco,Ensino Superior,RS,2,Recursos Humanos,Analista Pleno
9FB0,Masculino,24,Branco,Mestrado,DF,6,Compras,Analista Pleno
69F2,Masculino,38,Pardo,Mestrado,BA,1,Recursos Humanos,Gerente
E814,Masculino,22,Pardo,Ensino Medio,PA,4,Desenvolvimento de Produtos,Analista Junior
6679,Masculino,42,Branco,Pos graduacao,MG,10,Operacoes,Analista Junior
3904,Feminino,34,Branco,Ensino Superior,RS,8,Operacoes,Gerente
890C,Masculino,32,Pardo,Ensino Superior,MS,7,Vendas,Analista Junior
652F,Masculino,38,Branco,Ensino Superior,MG,7,Desenvolvimento de Produtos,Analista Pleno
10F9,Masculino,43,Pardo,Mestrado,AM,0,Operacoes,Gerente
F7EC,Masculino,31,Pardo,Ensino Superior,AP,1,Operacoes,Analista Senior
237E,Masculino,20,Pardo,Doutorado,SC,6,Contabilidade,Analista Junior
F8A7,Masculino,19,Pardo,Ensino Superior,AC,,Recursos Humanos,Gerente
E856,Masculino,43,Amarelo,Mestrado,MA,2,Desenvolvimento de Produtos,Analista Junior
954A,Masculino,37,Branco,Pos graduacao,RS,10,Administrativo,Analista Junior
29CF,Masculino,21,Branco,Pos graduacao,PR,2,TI,Analista Junior
41BB,Masculino,33,Branco,Pos graduacao,RJ,11,Desenvolvimento de Produtos,Analista Senior
C972,Masculino,48,Branco,Ensino Superior,RJ,8,Recursos Humanos,Analista Senior
7CB6,Feminino,39,Branco,Pos graduacao,RS,4,Contabilidade,Analista Junior
7512,Masculino,24,Branco,Ensino Superior,BA,2,TI,Analista Junior
4244,Masculino,41,Branco,Doutorado,RJ,1,Operacoes,Gerente
C233,Masculino,28,Pardo,Ensino Superior,SP,8,Contabilidade,Analista Pleno
6EF6,Masculino,23,Branco,Ensino Superior,MG,5,Marketing,Analista Pleno
A017,Feminino,29,Branco,Ensino Superior,SE,2,Administrativo,Analista Pleno
73C0,Feminino,46,Branco,Ensino Superior,RS,10,Marketing,Analista Junior
FE25,Masculino,18,Branco,Doutorado,RO,,Marketing,Gerente
23D2,Masculino,22,Branco,Mestrado,RS,,Recursos Humanos,Analista Senior
5186,Masculino,30,Branco,Ensino Superior,PR,8,Contabilidade,Analista Junior
042D,Masculino,35,Pardo,Ensino Superior,CE,5,Desenvolvimento de Produtos,Analista Junior
55A4,Masculino,22,Branco,Ensino Superior,DF,3,Administrativo,Analista Pleno
6EC7,Masculino,43,Preto,Doutorado,SC,5,Vendas,Analista Pleno
D2F3,Feminino,28,Branco,Ensino Superior,PB,6,Compras,Analista Pleno
F031,Feminino,21,Branco,Ensino Superior,RS,4,TI,Analista Senior
E7CB,Feminino,27,Branco,Pos graduacao,PR,3,Compras,Analista Pleno
0DFB,Feminino,30,Pardo,Ensino Superior,RS,0,Vendas,Estagiario
A36F,Masculino,32,Branco,Ensino Superior,MG,6,Vendas,Analista Senior
A672,Masculino,31,Pardo,Doutorado,PR,6,TI,Analista Senior
0EEE,Masculino,27,Pardo,Pos graduacao,MG,6,Operacoes,Analista Senior
82AC,Feminino,39,Pardo,Ensino Superior,SP,7,Recursos Humanos,Gerente
36EF,Masculino,33,Branco,Mestrado,MG,8,Marketing,Analista Pleno
DF11,Masculino,28,Branco,Doutorado,SC,6,Desenvolvimento de Produtos,Gerente
81B9,Masculino,21,Pardo,Ensino Superior,RN,,Administrativo,Analista Junior
3E3E,Masculino,25,Branco,Mestrado,MG,,TI,Analista Junior
B565,Feminino,25,Pardo,Ensino Superior,MA,4,TI,Analista Senior
2B84,Masculino,46,Pardo,Doutorado,RN,6,Administrativo,Analista Junior
F060,Masculino,26,Branco,Ensino Superior,SC,3,Administrativo,Analista Junior
188D,Masculino,32,Pardo,Ensino Superior,PR,5,Compras,Analista Junior
9B41,Masculino,19,Pardo,Ensino Superior,TO,2,Desenvolvimento de Produtos,Analista Junior
24A0,Masculino,22,Pardo,Pos graduacao,RO,5,Operacoes,Analista Pleno
86DE,Feminino,21,Branco,Pos graduacao,SP,7,TI,Analista Pleno
6FC0,Masculino,18,Pardo,Ensino Superior,RJ,,Recursos Humanos,Analista Pleno
2936,Masculino,40,Pardo,Ensino Superior,PB,3,Contabilidade,Analista Junior
10A6,Feminino,38,Preto,Ensino Superior,MS,3,Administrativo,Analista Pleno
488E,Masculino,42,Branco,Mestrado,BA,7,Vendas,Gerente
82BF,Masculino,38,Pardo,Ensino Superior,SP,5,Marketing,Analista Junior
EF9D,Masculino,30,Branco,Ensino Superior,BA,4,Recursos Humanos,Gerente
97C5,Masculino,32,Pardo,Ensino Superior,RR,0,Operacoes,Analista Pleno
7E3F,Masculino,37,Pardo,Pos graduacao,SC,3,Marketing,Analista Junior
D725,Feminino,21,Pardo,Ensino Superior,CE,6,TI,Analista Senior
D618,Masculino,21,Pardo,Pos graduacao,SC,,Recursos Humanos,Analista Pleno
DBA8,Masculino,26,Preto,Ensino Superior,AM,7,Marketing,Analista Pleno
F060,Feminino,56,Pardo,Ensino Medio,PR,4,Desenvolvimento de Produtos,Gerente
BB16,Masculino,48,Branco,Ensino Superior,SP,9,Recursos Humanos,Gerente
42C5,Masculino,22,Branco,Mestrado,AM,,Compras,Analista Senior
F252,Masculino,23,Pardo,Doutorado,RN,0,Recursos Humanos,Gerente
B00E,Masculino,42,Branco,Ensino Superior,SP,10,Desenvolvimento de Produtos,Analista Pleno
984B,Feminino,37,Branco,Ensino Superior,RS,7,Contabilidade,Analista Junior
E1DB,Masculino,29,Pardo,Mestrado,MA,7,Administrativo,Analista Senior
4619,Masculino,23,Preto,Ensino Superior,SP,7,TI,Analista Junior
71AB,Masculino,18,Pardo,Ensino Superior,AC,4,Operacoes,Gerente
58D8,Feminino,29,Pardo,Pos graduacao,RJ,5,Vendas,Analista Senior
BEBF,Masculino,23,Pardo,Ensino Superior,RO,5,Vendas,Analista Junior
B306,Masculino,44,Preto,Pos graduacao,SE,5,Marketing,Analista Senior
CBA0,Masculino,,Pardo,Ensino Superior,PR,7,Vendas,Analista Pleno
D32A,Masculino,30,Pardo,Mestrado,SP,5,Recursos Humanos,Analista Junior
A3C8,Masculino,24,Pardo,Ensino Superior,ES,5,TI,Analista Pleno
F6C7,Feminino,40,Branco,Ensino Medio,TO,11,TI,Analista Pleno
0CD3,Masculino,45,Pardo,Pos graduacao,TO,6,Contabilidade,Analista Junior
580E,Masculino,22,Branco,Ensino Superior,SP,4,Compras,Analista Pleno
3C95,Feminino,24,Branco,Ensino Superior,AM,3,Administrativo,Analista Junior
0843,Feminino,33,Branco,Ensino Superior,PR,7,Contabilidade,Analista Junior
CB23,Feminino,39,Branco,Ensino Superior,SE,2,Operacoes,Analista Junior
0F68,Masculino,20,Branco,Ensino Superior,DF,3,Compras,Analista Senior
C8AD,Masculino,38,Pardo,Ensino Superior,MA,1,Contabilidade,Gerente
6610,Masculino,32,Pardo,Ensino Superior,MG,6,Compras,Gerente
6C72,Masculino,39,Pardo,Ensino Superior,RR,3,Recursos Humanos,Analista Pleno
F4C6,Feminino,36,Branco,Ensino Superior,MG,7,Contabilidade,Analista Pleno
117A,Masculino,51,Pardo,Ensino Superior,MG,1,Vendas,Gerente
F36E,Masculino,22,Branco,Ensino Superior,RJ,2,TI,Analista Pleno
DC49,Masculino,20,Pardo,Ensino Superior,ES,3,TI,Analista Senior
36A6,Masculino,37,Preto,Ensino Superior,ES,5,TI,Analista Senior
00BC,Feminino,20,Branco,Mestrado,MG,6,Operacoes,Analista Junior
FF0F,Masculino,19,Branco,Mestrado,TO,5,Desenvolvimento de Produtos,Analista Senior
5D16,Feminino,21,Pardo,Ensino Superior,AM,6,Desenvolvimento de Produtos,Analista Senior
CF5C,Feminino,27,Preto,Ensino Superior,RJ,6,Administrativo,Analista Junior
F272,Masculino,30,Branco,Ensino Superior,SP,2,Vendas,Analista Pleno
4571,Masculino,20,Branco,Doutorado,DF,,Desenvolvimento de Produtos,Analista Junior
167F,Feminino,35,Branco,Ensino Medio,PI,1,Contabilidade,Analista Junior
6F78,Masculino,28,Branco,Ensino Superior,PR,11,Recursos Humanos,Analista Junior
5BBB,Masculino,25,Branco,Mestrado,AP,10,Contabilidade,Analista Junior
F247,Masculino,23,Branco,Ensino Medio,AL,8,Vendas,Analista Senior
AAFA,Masculino,27,Pardo,Pos graduacao,SC,6,Desenvolvimento de Produtos,Analista Senior
2DD2,Masculino,24,Pardo,Mestrado,RS,2,Desenvolvimento de Produtos,Estagiario
7DA4,Masculino,35,Branco,Ensino Superior,DF,3,Marketing,Analista Senior
5C9F,Masculino,12,Branco,Não informado,RO,,Marketing,Analista Pleno
A464,Masculino,32,Branco,Ensino Superior,RS,6,Vendas,Analista Senior
3BD7,Feminino,22,Pardo,Doutorado,MS,,Operacoes,Analista Pleno
3DE7,Masculino,23,Preto,Pos graduacao,TO,4,Operacoes,Analista Senior
19CF,Masculino,31,Pardo,Doutorado,RR,0,TI,Analista Senior
A45E,Masculino,39,Branco,Ensino Superior,AL,4,Marketing,Analista Junior
E001,Masculino,38,Branco,Mestrado,AC,6,Compras,Analista Pleno
9744,Masculino,37,Branco,Ensino Superior,RJ,8,TI,Analista Junior
8ED5,Feminino,38,Branco,Ensino Superior,AL,9,Marketing,Analista Junior
F0AA,Masculino,33,Branco,Ensino Superior,SE,3,Compras,Analista Junior
1B9C,Masculino,19,Pardo,Pos graduacao,AM,5,TI,Analista Senior
BDD1,Masculino,32,Branco,Ensino Superior,RS,4,Vendas,Analista Senior
E7F0,Feminino,29,Branco,Ensino Superior,MS,7,Marketing,Gerente
8D00,Masculino,31,Branco,Mestrado,RN,3,Operacoes,Gerente
E675,Masculino,33,Pardo,Doutorado,PB,12,Operacoes,Analista Junior
99BF,Feminino,44,Branco,Doutorado,TO,7,Administrativo,Analista Junior
7001,Masculino,38,Pardo,Pos graduacao,SE,2,Vendas,Analista Pleno
A304,Masculino,40,Pardo,Doutorado,SP,11,Marketing,Analista Senior
31E4,Masculino,18,Branco,Ensino Superior,PA,,Vendas,Analista Senior
030B,Masculino,28,Pardo,Pos graduacao,PA,4,Contabilidade,Analista Junior
9628,Masculino,34,Pardo,Ensino Superior,SC,7,Contabilidade,Gerente
E5E8,Feminino,28,Pardo,Ensino Superior,SC,8,Compras,Analista Junior
E148,Feminino,29,Pardo,Pos graduacao,RS,10,Recursos Humanos,Analista Junior
CC53,Feminino,20,Pardo,Doutorado,RS,6,Compras,Analista Senior
D462,Masculino,31,Branco,Ensino Superior,MG,5,Contabilidade,Analista Junior
2633,Masculino,21,Branco,Pos graduacao,PI,0,Operacoes,Analista Junior
C7D6,Masculino,37,Pardo,Mestrado,RJ,4,Marketing,Analista Junior
E9BA,Masculino,32,Pardo,Mestrado,RO,4,TI,Analista Pleno
5CC9,Feminino,37,Branco,Ensino Superior,MG,7,Desenvolvimento de Produtos,Analista Senior
1543,Masculino,37,Pardo,Ensino Superior,AL,4,Recursos Humanos,Analista Pleno
356D,Masculino,24,Branco,Mestrado,AM,,TI,Analista Pleno
3DC6,Feminino,41,Pardo,Ensino Superior,RO,3,Marketing,Gerente
5E61,Masculino,52,Branco,Ensino Superior,AM,8,TI,Analista Junior
A7E6,Masculino,29,Branco,Mestrado,BA,10,Recursos Humanos,Analista Junior
ED3F,Masculino,25,Pardo,Mestrado,PI,7,Desenvolvimento de Produtos,Gerente
FACB,Feminino,20,Branco,Ensino Medio,RO,,Contabilidade,Gerente
6E7C,Masculino,32,Pardo,Ensino Superior,SP,4,Marketing,Analista Senior
5532,Feminino,19,Preto,Ensino Superior,AC,,Operacoes,Gerente
40C5,Feminino,29,Branco,Ensino Superior,RO,1,Vendas,Analista Pleno
D330,Feminino,29,Pardo,Ensino Superior,RJ,5,Administrativo,Analista Junior
5C6D,Masculino,40,Branco,Ensino Superior,AM,3,Recursos Humanos,Analista Pleno
75D6,Masculino,25,Pardo,Ensino Superior,RS,7,Recursos Humanos,Gerente
2D2A,Masculino,23,Branco,Ensino Superior,RJ,6,Administrativo,Analista Junior
C8A0,Masculino,27,Preto,Ensino Superior,PA,9,Compras,Analista Senior
2D53,Masculino,34,Branco,Ensino Superior,GO,4,Contabilidade,Analista Senior
C628,Masculino,25,Branco,Ensino Superior,PR,6,Contabilidade,Analista Pleno
6553,Masculino,48,Pardo,Pos graduacao,SC,5,Operacoes,Analista Senior
8340,Masculino,19,Pardo,Mestrado,MG,2,Vendas,Analista Pleno
63D5,Feminino,18,Pardo,Ensino Superior,MT,,Marketing,Estagiario
04F4,Masculino,25,Branco,Mestrado,MS,10,Vendas,Analista Junior
B6F7,Masculino,26,Pardo,Ensino Superior,PE,9,Compras,Analista Pleno
E5DA,Masculino,44,Preto,Ensino Superior,BA,1,Vendas,Analista Junior
DD73,Masculino,51,Pardo,Ensino Superior,SP,5,Operacoes,Analista Pleno
94DB,Masculino,36,Preto,Ensino Superior,MA,14,Administrativo,Analista Pleno
E6DA,Masculino,24,Pardo,Ensino Superior,RS,2,TI,Estagiario
1857,Feminino,25,Pardo,Ensino Superior,RS,,Marketing,Analista Senior
511A,Masculino,21,Pardo,Doutorado,MG,1,Compras,Estagiario
0B42,Masculino,28,Pardo,Mestrado,RJ,10,Operacoes,Analista Junior
4A8E,Masculino,28,Pardo,Ensino Superior,PR,1,Desenvolvimento de Produtos,Gerente
29C5,Feminino,30,Preto,Ensino Medio,TO,8,Recursos Humanos,Analista Junior
F931,Masculino,19,Branco,Mestrado,RR,3,Operacoes,Gerente
616C,Feminino,45,Branco,Doutorado,PA,10,Operacoes,Gerente
29D9,Masculino,18,Pardo,Mestrado,MT,,Vendas,Analista Junior
ED31,Feminino,47,Pardo,Ensino Superior,SC,4,Contabilidade,Analista Senior
A400,Masculino,20,Branco,Ensino Superior,MG,,Administrativo,Analista Pleno
C19C,Feminino,39,Branco,Ensino Superior,RR,2,Desenvolvimento de Produtos,Analista Junior
22AB,Masculino,20,Pardo,Pos graduacao,SP,2,Vendas,Analista Junior
7356,Masculino,21,Pardo,Ensino Superior,RO,4,Contabilidade,Analista Pleno
12C6,Feminino,18,Branco,Doutorado,SP,,Marketing,Analista Pleno
800A,Masculino,26,Preto,Ensino Superior,RO,5,Recursos Humanos,Analista Senior
2652,Feminino,25,Branco,Pos graduacao,AP,8,Contabilidade,Analista Pleno
58B7,Masculino,,Pardo,Pos graduacao,SP,3,Marketing,Analista Junior
5757,Masculino,19,Branco,Mestrado,BA,3,Marketing,Analista Pleno
16D7,Masculino,26,Pardo,Pos graduacao,TO,5,TI,Analista Junior
74FC,Masculino,44,Branco,Ensino Superior,SC,6,Marketing,Analista Junior
C4DF,Masculino,26,Branco,Ensino Superior,TO,5,Contabilidade,Analista Pleno
9B77,Masculino,23,Pardo,Ensino Superior,PA,6,Recursos Humanos,Analista Junior
715C,Masculino,18,Preto,Ensino Superior,MT,1,Desenvolvimento de Produtos,Analista Pleno
DC37,Masculino,35,Pardo,Ensino Superior,SP,12,Administrativo,Analista Senior
F87C,Feminino,27,Pardo,Ensino Superior,RJ,4,Administrativo,Analista Junior
DCD5,Masculino,36,Branco,Pos graduacao,AC,4,Administrativo,Gerente
78D6,Masculino,18,Branco,Ensino Superior,MS,,Marketing,Estagiario
AD9A,Feminino,31,Branco,Ensino Superior,RJ,5,Compras,Analista Junior
B552,Feminino,31,Branco,Ensino Superior,AM,6,Vendas,Analista Pleno
BDC7,Masculino,26,Branco,Ensino Superior,PB,,Administrativo,Analista Pleno
AABC,Masculino,30,Pardo,Mestrado,RJ,5,Marketing,Gerente
9689,Masculino,31,Branco,Mestrado,RO,3,TI,Gerente
6FCB,Masculino,22,Branco,Pos graduacao,AP,1,Recursos Humanos,Analista Junior
DB09,Masculino,21,Branco,Doutorado,AC,3,Administrativo,Analista Pleno
4037,Feminino,33,Pardo,Ensino Superior,RJ,4,Marketing,Analista Junior
1688,Masculino,19,Branco,Ensino Superior,PR,2,Recursos Humanos,Analista Junior
9A68,Masculino,39,Branco,Doutorado,AL,9,Desenvolvimento de Produtos,Analista Pleno
396D,Feminino,40,Branco,Pos graduacao,RS,4,Operacoes,Gerente
72F5,Masculino,22,Pardo,Ensino Superior,MG,7,Compras,Analista Pleno
BC28,Masculino,36,Branco,Ensino Superior,SP,4,Operacoes,Analista Junior
E699,Masculino,41,Pardo,Ensino Superior,ES,5,Contabilidade,Analista Junior
5663,Feminino,47,Pardo,Mestrado,PR,5,Contabilidade,Analista Pleno
01C4,Masculino,34,Branco,Mestrado,MG,0,Vendas,Analista Senior
7CC4,Feminino,35,Preto,Doutorado,RO,6,Operacoes,Analista Pleno
6EC2,Masculino,44,Pardo,Pos graduacao,PB,9,Recursos Humanos,Analista Pleno
604F,Masculino,39,Branco,Ensino Medio,PA,8,Vendas,Gerente
D49F,Feminino,27,Pardo,Ensino Superior,MG,2,Contabilidade,Analista Pleno
DC83,Masculino,39,Branco,Mestrado,PR,,Operacoes,Gerente
FC96,Feminino,45,Preto,Ensino Superior,MG,13,Vendas,Analista Junior
9365,Masculino,36,Pardo,Mestrado,TO,1,Administrativo,Estagiario
A5E3,Masculino,37,Branco,Ensino Superior,MT,7,TI,Analista Pleno
0930,Masculino,23,Preto,Doutorado,AL,5,Contabilidade,Analista Junior
FB3C,Masculino,21,Pardo,Pos graduacao,RR,7,Desenvolvimento de Produtos,Analista Pleno
A3E4,Masculino,34,Branco,Ensino Superior,MS,10,Administrativo,Analista Junior
42B1,Masculino,25,Preto,Ensino Superior,CE,5,Operacoes,Analista Pleno
B3A7,Masculino,30,Branco,Ensino Superior,RJ,5,Operacoes,Gerente
C383,Masculino,28,Branco,Ensino Superior,SC,7,Compras,Analista Senior
34DA,Masculino,41,Branco,Ensino Superior,AL,10,Contabilidade,Analista Senior
39AC,Masculino,18,Branco,Ensino Superior,AC,,Recursos Humanos,Analista Senior
44A4,Masculino,34,Pardo,Ensino Medio,PI,9,Vendas,Analista Junior
53CE,Masculino,20,Branco,Ensino Superior,CE,5,Compras,Analista Junior
6431,Masculino,22,Branco,Ensino Superior,MA,7,Operacoes,Analista Pleno
6C67,Feminino,19,Pardo,Mestrado,SP,3,Marketing,Analista Senior
3DE2,Feminino,34,Branco,Ensino Superior,AL,3,Administrativo,Analista Junior
F608,Masculino,20,Branco,Ensino Superior,PB,0,Recursos Humanos,Analista Junior
1A3B,Feminino,33,Branco,Ensino Superior,SP,8,Desenvolvimento de Produtos,Analista Junior
2875,Feminino,25,Branco,Mestrado,RJ,1,Administrativo,Estagiario
D2DE,Feminino,51,Branco,Ensino Superior,AL,3,Desenvolvimento de Produtos,Analista Pleno
0C3A,Masculino,29,Pardo,Ensino Superior,AP,15,Marketing,Gerente
F98A,Masculino,35,Pardo,Ensino Superior,SC,5,Compras,Analista Junior
0889,Masculino,21,Pardo,Doutorado,RR,,Compras,Gerente
71F8,Masculino,53,Pardo,Ensino Superior,SP,3,Administrativo,Analista Senior
2331,Feminino,27,Pardo,Ensino Medio,SC,8,Recursos Humanos,Analista Junior
A560,Masculino,33,Preto,Ensino Superior,PR,6,Marketing,Analista Senior
CF39,Feminino,51,Branco,Ensino Superior,CE,10,Contabilidade,Diretor
E9D5,Feminino,49,Branco,Pos graduacao,SP,5,Vendas,Analista Senior
B139,Feminino,30,Pardo,Pos graduacao,AC,8,Marketing,Analista Junior
0F74,Feminino,50,Branco,Pos graduacao,RO,2,TI,Analista Pleno
EA42,Feminino,28,Branco,Ensino Medio,SP,4,Contabilidade,Analista Junior
A161,Feminino,19,Pardo,Ensino Superior,RJ,3,Administrativo,Analista Senior
1F3D,Masculino,39,Branco,Pos graduacao,MG,8,Desenvolvimento de Produtos,Analista Senior
6CA0,Masculino,21,Branco,Mestrado,BA,,Administrativo,Gerente
7671,Masculino,21,Pardo,Ensino Superior,PI,3,Recursos Humanos,Analista Pleno
9320,Masculino,48,Branco,Doutorado,RJ,3,Recursos Humanos,Analista Pleno
ED88,Masculino,35,Pardo,Ensino Medio,RJ,6,Recursos Humanos,Analista Junior
86BB,Masculino,37,Branco,Pos graduacao,RJ,2,Administrativo,Analista Pleno
E801,Masculino,24,Branco,Ensino Superior,PI,6,Vendas,Diretor
2F93,Feminino,36,Branco,Ensino Superior,PE,5,Compras,Analista Pleno
D10A,Masculino,28,Preto,Ensino Superior,MG,3,Recursos Humanos,Analista Pleno
80E9,Feminino,30,Branco,Doutorado,SP,6,Operacoes,Analista Pleno
141B,Masculino,21,Branco,Ensino Superior,RS,1,Vendas,Analista Junior
CAF7,Masculino,43,Branco,Ensino Superior,MG,6,Recursos Humanos,Analista Pleno
2D76,Masculino,28,Preto,Pos graduacao,MT,5,Marketing,Gerente
