,ID,genero,idade,etnia,formacao,estado,tempo_de_casa,departamento,senioridade
2229,7AAB,Masculino,33,Branco,Ensino Superior,AP,7,Vendas,Gerente
2230,2A7B,Masculino,20,Pardo,Mestrado,SP,,Desenvolvimento de Produtos,Analista Senior
2231,D3A9,Masculino,21,Pardo,Ensino Superior,SC,5,Desenvolvimento de Produtos,Analista Junior
2232,BF22,Masculino,21,Pardo,Ensino Superior,RS,4,Vendas,Analista Junior
2233,8EF5,Masculino,25,Branco,Ensino Superior,DF,3,TI,Analista Pleno
2234,0D43,Masculino,20,Pardo,Doutorado,MG,,Administrativo,Analista Senior
2235,21ED,Masculino,48,Branco,Ensino Superior,MT,11,TI,Analista Junior
2236,EB82,Masculino,28,Branco,Ensino Superior,AM,12,Marketing,Analista Junior
2237,B3D9,Masculino,32,Branco,Ensino Superior,RS,4,Compras,Analista Senior
2238,5CBA,Feminino,49,Pardo,Ensino Superior,DF,4,Administrativo,Analista Senior
2239,1E3C,Masculino,20,Pardo,Ensino Superior,AM,,TI,Gerente
2240,20C7,Masculino,48,Pardo,Ensino Superior,PR,10,TI,Analista Junior
2241,4A21,Masculino,27,Branco,Ensino Superior,SP,2,Marketing,Analista Pleno
2242,3FFD,Masculino,22,Branco,Ensino Superior,SP,7,Recursos Humanos,Analista Senior
2243,86EB,Masculino,21,Pardo,Pos graduacao,PI,6,Recursos Humanos,Analista Senior
2244,B042,Feminino,46,Pardo,Mestrado,MG,8,Desenvolvimento de Produtos,Gerente
2245,3947,Masculino,34,Branco,Pos graduacao,RJ,5,Desenvolvimento de Produtos,Analista Junior
2246,7A30,Masculino,44,Pardo,Ensino Superior,MG,6,Compras,Analista Senior
2247,0BFF,Masculino,20,Preto,Ensino Superior,SP,,Operacoes,Analista Junior
2248,4B67,Feminino,40,Pardo,Ensino Superior,SP,8,Administrativo,Analista Senior
2249,A2DE,Masculino,35,Branco,Ensino Superior,CE,5,Marketing,Estagiario
2250,BC59,Feminino,23,Branco,Ensino Superior,SP,3,Vendas,Estagiario
2251,3C6A,Feminino,41,Pardo,Ensino Superior,SC,4,Vendas,Analista Pleno
2252,925F,Masculino,38,Branco,Ensino Superior,AM,5,Desenvolvimento de Produtos,Analista Junior
2253,6D17,Masculino,32,Pardo,Ensino Superior,SC,2,Vendas,Analista Pleno
2254,4E82,Masculino,22,Branco,Ensino Superior,PB,0,Operacoes,Diretor
2255,7A08,Masculino,22,Preto,Ensino Superior,AP,3,Recursos Humanos,Analista Pleno
2256,DC17,Masculino,52,Branco,Ensino Superior,SP,8,Desenvolvimento de Produtos,Analista Junior
2257,473A,Masculino,31,Branco,Mestrado,SE,7,Compras,Analista Junior
2258,7619,Feminino,26,Branco,Ensino Superior,PB,4,Recursos Humanos,Analista Pleno
2259,572D,Masculino,29,Pardo,Ensino Superior,MA,,Contabilidade,Analista Junior
2260,59FF,Feminino,31,Branco,Ensino Superior,RJ,8,Contabilidade,Analista Junior
2261,321A,Masculino,22,Pardo,Doutorado,AC,,Desenvolvimento de Produtos,Analista Junior
2262,654D,Masculino,31,Branco,Ensino Superior,RS,3,Desenvolvimento de Produtos,Analista Senior
2263,98E9,Masculino,28,Branco,Ensino Superior,AM,5,TI,Analista Pleno
2264,6BAB,Feminino,36,Branco,Ensino Medio,SC,11,Contabilidade,Analista Senior
2265,6AEB,Feminino,25,Branco,Ensino Superior,MS,1,Contabilidade,Estagiario
2266,B53B,Masculino,28,Branco,Ensino Superior,ES,3,Vendas,Analista Junior
2267,B35E,Feminino,36,Preto,Ensino Superior,RR,3,Vendas,Analista Junior
2268,9E6F,Masculino,54,Branco,Mestrado,MA,0,Desenvolvimento de Produtos,Analista Pleno
2269,E364,Masculino,27,Pardo,Ensino Superior,PI,9,TI,Analista Pleno
2270,0170,Masculino,43,Pardo,Ensino Superior,PA,5,Vendas,Analista Senior
2271,8016,Masculino,34,Pardo,Pos graduacao,SP,3,Administrativo,Analista Pleno
2272,A641,Masculino,48,Pardo,Pos graduacao,PR,4,Vendas,Estagiario
2273,06E8,Masculino,34,Pardo,Ensino Medio,MA,8,Desenvolvimento de Produtos,Analista Junior
2274,73D1,Masculino,27,Branco,Pos graduacao,SP,5,Recursos Humanos,Estagiario
2275,1F4B,Masculino,29,Pardo,Ensino Superior,SP,4,Desenvolvimento de Produtos,Analista Junior
2276,46BE,Masculino,22,Pardo,Ensino Superior,MA,1,Vendas,Analista Junior
2277,B88B,Masculino,48,Pardo,Ensino Superior,MT,6,Vendas,Estagiario
2278,3876,Feminino,20,Pardo,Ensino Superior,AL,6,Desenvolvimento de Produtos,Gerente
2279,64E4,Masculino,37,Preto,Ensino Superior,RJ,4,TI,Analista Pleno
2280,E742,Feminino,28,Branco,Ensino Superior,PB,6,Operacoes,Analista Pleno
2281,6164,Masculino,37,Pardo,Mestrado,RO,4,Marketing,Analista Junior
2282,EBCB,Masculino,35,Pardo,Pos graduacao,AL,10,Operacoes,Analista Pleno
2283,B5E1,Feminino,25,Branco,Pos graduacao,AC,7,Contabilidade,Analista Pleno
2284,E65A,Masculino,37,Pardo,Mestrado,CE,6,Administrativo,Gerente
2285,FA7B,Masculino,24,Preto,Ensino Superior,RJ,6,TI,Analista Junior
2286,97D5,Masculino,29,Branco,Ensino Superior,SP,5,Contabilidade,Analista Senior
2287,A9B8,Masculino,35,Preto,Ensino Medio,BA,5,Vendas,Analista Senior
2288,CD04,Masculino,20,Pardo,Ensino Superior,SE,5,Contabilidade,Estagiario
2289,0B87,Feminino,20,Branco,Ensino Superior,AC,0,Desenvolvimento de Produtos,Analista Junior
2290,406F,Feminino,33,Branco,Ensino Superior,SE,6,Compras,Estagiario
2291,4FD9,Masculino,48,Pardo,Ensino Medio,TO,3,Vendas,Analista Junior
2292,3DD0,Feminino,19,Pardo,Ensino Superior,SE,,Administrativo,Analista Pleno
2293,D018,Masculino,25,Pardo,Mestrado,SC,1,Compras,Analista Pleno
2294,1741,Masculino,21,Branco,Ensino Superior,PE,4,Desenvolvimento de Produtos,Analista Junior
2295,3E20,Feminino,31,Pardo,Ensino Superior,DF,5,Recursos Humanos,Analista Pleno
2296,A90E,Masculino,22,Branco,Ensino Superior,BA,2,Operacoes,Estagiario
2297,0EB0,Masculino,25,Pardo,Doutorado,AL,3,Recursos Humanos,Analista Senior
2298,DACD,Masculino,33,Branco,Ensino Superior,RN,,Contabilidade,Analista Pleno
2299,B328,Masculino,24,Pardo,Ensino Superior,RO,0,Vendas,Analista Senior
2300,0DB2,Masculino,44,Pardo,Ensino Superior,SP,4,Marketing,Analista Pleno
2301,5C6B,Feminino,45,Amarelo,Doutorado,RS,2,Recursos Humanos,Gerente
2302,41F4,Feminino,32,Pardo,Ensino Superior,TO,5,Marketing,Analista Senior
2303,1AD8,Masculino,38,Pardo,Ensino Superior,RS,9,Recursos Humanos,Analista Junior
2304,1FB8,Masculino,26,Branco,Ensino Superior,SP,6,Compras,Gerente
2305,7DDC,Masculino,44,Branco,Ensino Superior,RJ,12,Vendas,Analista Senior
2306,B02C,Feminino,33,Pardo,Ensino Superior,PB,3,Marketing,Gerente
2307,C563,Masculino,49,Branco,Ensino Superior,PI,6,Marketing,Gerente
2308,78FB,Feminino,31,Branco,Ensino Superior,AC,8,Compras,Analista Pleno
2309,9FAB,Masculino,33,Pardo,Mestrado,RS,6,Vendas,Analista Junior
2310,6311,Masculino,40,Branco,Ensino Superior,RJ,7,Compras,Analista Junior
2311,F6DD,Feminino,19,Pardo,Ensino Superior,AC,1,Marketing,Analista Senior
2312,F715,Feminino,33,Pardo,Ensino Superior,GO,9,Vendas,Analista Junior
2313,3317,Masculino,24,Pardo,Mestrado,RS,7,Vendas,Estagiario
2314,FA00,Feminino,24,Branco,Ensino Superior,GO,8,Recursos Humanos,Analista Pleno
2315,B588,Masculino,35,Branco,Ensino Superior,RR,4,Desenvolvimento de Produtos,Estagiario
2316,56B1,Feminino,28,Branco,Ensino Superior,MS,6,Desenvolvimento de Produtos,Analista Junior
2317,C978,Masculino,32,Branco,Ensino Superior,MG,10,Vendas,Analista Senior
2318,F15B,Masculino,36,Pardo,Pos graduacao,BA,7,TI,Analista Junior
2319,C7E8,Masculino,25,Branco,Ensino Superior,MT,7,Operacoes,Analista Pleno
2320,9091,Masculino,34,Preto,Ensino Medio,CE,5,Recursos Humanos,Analista Pleno
2321,FA52,Masculino,21,Branco,Ensino Superior,PR,0,Contabilidade,Analista Junior
2322,6C2D,Masculino,33,Pardo,Ensino Superior,CE,10,Vendas,Analista Senior
2323,DD85,Masculino,24,Branco,Ensino Superior,MA,2,Marketing,Gerente
2324,4F9E,Masculino,24,Branco,Ensino Superior,AM,5,Administrativo,Analista Junior
2325,7EDF,Masculino,24,Branco,Mestrado,MT,0,Recursos Humanos,Analista Pleno
2326,128C,Masculino,25,Pardo,Doutorado,RN,8,Desenvolvimento de Produtos,Analista Senior
2327,C738,Feminino,39,Pardo,Ensino Superior,PA,2,Contabilidade,Analista Junior
2328,BD07,Masculino,50,Pardo,Mestrado,MS,1,Marketing,Analista Junior
2329,06C6,Masculino,54,Branco,Ensino Superior,MG,12,Administrativo,Analista Junior
2330,BAFB,Masculino,20,Pardo,Mestrado,MG,4,Contabilidade,Analista Pleno
2331,A4A6,Masculino,30,Preto,Ensino Superior,RS,5,Compras,Analista Senior
2332,DC4C,Masculino,20,Pardo,Doutorado,MG,5,Administrativo,Analista Senior
2333,2820,Masculino,33,Pardo,Ensino Superior,DF,1,TI,Analista Senior
2334,4F3B,Masculino,21,Branco,Ensino Superior,SC,4,Desenvolvimento de Produtos,Analista Pleno
2335,98B9,Masculino,35,Pardo,Ensino Superior,BA,5,Contabilidade,Analista Pleno
2336,7258,Masculino,36,Pardo,Ensino Superior,SE,7,Contabilidade,Analista Senior
2337,72F4,Feminino,43,Pardo,Ensino Superior,MG,7,Recursos Humanos,Analista Pleno
2338,10E6,Masculino,19,Preto,Ensino Superior,MA,,Compras,Analista Pleno
2339,8AAD,Masculino,31,Branco,Ensino Superior,RS,8,Recursos Humanos,Analista Junior
2340,79DF,Masculino,35,Pardo,Doutorado,RS,4,Administrativo,Analista Junior
2341,80AB,Feminino,27,Pardo,Ensino Superior,CE,,Contabilidade,Gerente
2342,FC10,Feminino,34,Branco,Pos graduacao,SP,8,Contabilidade,Analista Pleno
2343,AA20,Masculino,23,Preto,Ensino Superior,RS,7,TI,Analista Junior
2344,3276,Feminino,47,Preto,Ensino Superior,MA,1,Marketing,Analista Junior
2345,10F9,Masculino,33,Pardo,Ensino Superior,RJ,6,Administrativo,Analista Junior
2346,476A,Feminino,25,Branco,Ensino Superior,RR,11,Operacoes,Analista Junior
2347,A2E0,Feminino,22,Branco,Mestrado,CE,8,TI,Analista Pleno
2348,8085,Masculino,24,Pardo,Pos graduacao,AM,6,Vendas,Analista Pleno
2349,C886,Masculino,36,Branco,Ensino Superior,PA,7,Vendas,Analista Junior
2350,A56F,Masculino,39,Branco,Mestrado,RO,6,TI,Analista Senior
2351,A44F,Feminino,22,Preto,Ensino Superior,ES,,Contabilidade,Gerente
2352,AC5B,Feminino,19,Branco,Mestrado,SC,,Desenvolvimento de Produtos,Analista Junior
2353,E604,Masculino,33,Pardo,Ensino Superior,RJ,3,Compras,Analista Junior
2354,8FA9,Masculino,26,Pardo,Ensino Superior,PR,2,Operacoes,Analista Junior
2355,6037,Masculino,32,Pardo,Pos graduacao,AP,5,Compras,Analista Junior
2356,6E4F,Masculino,20,Pardo,Ensino Superior,PR,2,Operacoes,Analista Junior
2357,A8A5,Feminino,27,Branco,Ensino Superior,CE,7,Desenvolvimento de Produtos,Analista Junior
2358,3998,Masculino,28,Branco,Pos graduacao,BA,9,Desenvolvimento de Produtos,Analista Pleno
2359,8557,Masculino,18,Branco,Ensino Superior,PI,,TI,Analista Pleno
2360,BB1D,Masculino,25,Pardo,Ensino Superior,RJ,,Compras,Analista Senior
2361,9C88,Masculino,35,Pardo,Mestrado,RJ,10,Desenvolvimento de Produtos,Analista Pleno
2362,96D0,Feminino,24,Pardo,Ensino Superior,RJ,6,Administrativo,Gerente
2363,5015,Feminino,35,Branco,Pos graduacao,MT,7,Desenvolvimento de Produtos,Analista Junior
2364,FF73,Feminino,28,Branco,Ensino Superior,SP,3,Vendas,Estagiario
2365,998B,Feminino,27,Pardo,Ensino Superior,AM,0,Marketing,Analista Pleno
2366,8902,Masculino,24,Branco,Pos graduacao,AC,9,Administrativo,Analista Junior
2367,15B9,Feminino,24,Branco,Doutorado,TO,6,Vendas,Gerente
2368,1543,Masculino,20,Branco,Ensino Superior,MS,4,TI,Analista Pleno
2369,BE62,Masculino,29,Pardo,Ensino Superior,SE,4,Desenvolvimento de Produtos,Gerente
2370,9F45,Feminino,18,Branco,Ensino Superior,MA,4,Marketing,Analista Junior
2371,BF41,Masculino,18,Branco,Ensino Superior,MG,,Administrativo,Estagiario
2372,9262,Masculino,32,Branco,Pos graduacao,SE,0,Vendas,Estagiario
2373,D716,Masculino,42,Branco,Ensino Superior,MG,8,Contabilidade,Analista Pleno
2374,DAA0,Feminino,18,Branco,Ensino Superior,RJ,3,Desenvolvimento de Produtos,Analista Senior
2375,B126,Masculino,24,Pardo,Ensino Superior,RJ,6,Marketing,Analista Pleno
2376,B432,Masculino,41,Pardo,Ensino Superior,PR,4,Contabilidade,Gerente
2377,667A,Feminino,39,Pardo,Ensino Superior,RN,6,TI,Analista Junior
2378,CDDA,Masculino,37,Pardo,Ensino Superior,SC,10,Desenvolvimento de Produtos,Analista Junior
2379,30D6,Feminino,38,Branco,Ensino Superior,SP,0,Operacoes,Analista Pleno
2380,303F,Masculino,22,Branco,Mestrado,RJ,6,Marketing,Gerente
2381,AB55,Masculino,42,Branco,Mestrado,SP,7,Desenvolvimento de Produtos,Estagiario
2382,E55A,Masculino,28,Branco,Ensino Superior,RS,4,TI,Gerente
2383,3AA0,Masculino,26,Branco,Ensino Medio,RR,2,TI,Analista Pleno
2384,F963,Masculino,22,Pardo,Ensino Superior,SC,6,Vendas,Gerente
2385,DBA4,Feminino,37,Branco,Ensino Superior,PB,0,Operacoes,Analista Junior
2386,9784,Masculino,24,Preto,Ensino Superior,RJ,8,Marketing,Analista Junior
2387,97B6,Feminino,26,Branco,Pos graduacao,PB,11,Administrativo,Analista Pleno
2388,D56E,Feminino,32,Pardo,Mestrado,PA,8,Marketing,Gerente
2389,D20E,Masculino,52,Pardo,Ensino Superior,RJ,7,Recursos Humanos,Analista Junior
2390,8326,Masculino,43,Pardo,Ensino Superior,RJ,8,Vendas,Estagiario
2391,E3C8,Feminino,38,Preto,Ensino Medio,SP,9,Vendas,Analista Junior
2392,2EDB,Masculino,37,Pardo,Mestrado,SP,1,Compras,Analista Pleno
2393,164E,Masculino,38,Pardo,Ensino Superior,AC,8,Administrativo,Analista Pleno
2394,4137,Masculino,22,Branco,Ensino Superior,PR,7,Administrativo,Analista Senior
2395,360D,Masculino,19,Branco,Ensino Superior,AL,2,Operacoes,Analista Junior
2396,EC96,Masculino,10,Branco,Não informado,PE,,Marketing,Analista Senior
2397,BDF3,Feminino,30,Preto,Ensino Superior,RJ,9,Administrativo,Analista Junior
2398,4FF7,Masculino,26,Pardo,Pos graduacao,RN,7,Recursos Humanos,Analista Pleno
2399,E926,Masculino,21,Branco,Ensino Superior,PB,,Administrativo,Analista Junior
2400,7232,Masculino,22,Branco,Ensino Superior,PA,5,TI,Analista Junior
2401,C1F8,Feminino,33,Branco,Ensino Superior,MG,5,Contabilidade,Analista Senior
2402,8670,Masculino,36,Pardo,Doutorado,MG,7,Compras,Analista Pleno
2403,BFAA,Masculino,22,Pardo,Ensino Superior,SP,8,Compras,Analista Pleno
2404,895D,Feminino,23,Pardo,Mestrado,AC,6,Marketing,Gerente
2405,42FA,Masculino,23,Pardo,Ensino Superior,SE,2,Operacoes,Analista Junior
2406,B8B8,Masculino,23,Indigena,Ensino Superior,RJ,2,Marketing,Analista Senior
2407,4785,Masculino,29,Branco,Ensino Superior,GO,5,Contabilidade,Gerente
2408,71E7,Feminino,36,Pardo,Pos graduacao,CE,9,Compras,Analista Senior
2409,7668,Masculino,27,Pardo,Doutorado,RJ,2,Recursos Humanos,Analista Junior
2410,6D26,Feminino,28,Pardo,Doutorado,RS,2,Operacoes,Analista Senior
2411,B3A0,Feminino,25,Branco,Ensino Medio,MS,5,Compras,Analista Junior
2412,00EB,Masculino,23,Pardo,Ensino Superior,MG,6,Operacoes,Analista Pleno
2413,F818,Masculino,35,Pardo,Ensino Superior,RJ,2,Marketing,Analista Pleno
2414,9424,Masculino,31,Pardo,Pos graduacao,RS,10,Recursos Humanos,Analista Junior
2415,56AA,Masculino,31,Pardo,Ensino Medio,AM,2,Operacoes,Analista Junior
2416,85CF,Masculino,28,Pardo,Ensino Superior,SP,0,Contabilidade,Analista Pleno
2417,CCFC,Feminino,29,Pardo,Doutorado,SC,4,TI,Estagiario
2418,6562,Masculino,28,Pardo,Doutorado,RS,6,TI,Gerente
2419,711F,Masculino,18,Pardo,Ensino Superior,GO,,Vendas,Analista Pleno
2420,EBE2,Masculino,35,Branco,Ensino Superior,PA,10,TI,Analista Junior
2421,3A90,Feminino,49,Branco,Pos graduacao,PE,11,Operacoes,Analista Pleno
2422,6B7C,Feminino,31,Branco,Mestrado,MA,2,Desenvolvimento de Produtos,Analista Pleno
2423,CB1B,Masculino,32,Pardo,Ensino Superior,PI,7,Recursos Humanos,Analista Junior
2424,3066,Masculino,27,Branco,Ensino Superior,SE,12,Desenvolvimento de Produtos,Analista Junior
2425,6737,Masculino,21,Branco,Pos graduacao,RS,,Compras,Analista Senior
2426,8599,Masculino,45,Pardo,Doutorado,AL,8,Desenvolvimento de Produtos,Analista Senior
2427,0563,Masculino,40,Pardo,Mestrado,SC,9,Marketing,Analista Senior
2428,6339,Masculino,24,Pardo,Pos graduacao,SP,8,Desenvolvimento de Produtos,Gerente
2429,29AC,Masculino,37,Pardo,Ensino Superior,SP,5,Operacoes,Analista Junior
2430,24FD,Masculino,41,Branco,Ensino Superior,PA,6,Marketing,Analista Pleno
2431,0354,Masculino,37,Branco,Pos graduacao,CE,1,Marketing,Estagiario
2432,7D5F,Masculino,33,Branco,Ensino Medio,SE,9,Marketing,Analista Pleno
2433,A565,Feminino,29,Branco,Ensino Superior,MS,8,Desenvolvimento de Produtos,Analista Pleno
2434,4BB1,Masculino,35,Pardo,Pos graduacao,SE,0,Desenvolvimento de Produtos,Analista Junior
2435,AC6B,Masculino,26,Branco,Ensino Superior,BA,10,Recursos Humanos,Analista Pleno
2436,664A,Masculino,18,Pardo,Ensino Superior,PI,,Compras,Gerente
2437,B99A,Feminino,19,Pardo,Ensino Superior,MA,5,Compras,Analista Junior
2438,A2BB,Masculino,23,Pardo,Mestrado,AM,2,TI,Analista Junior
2439,46F9,Feminino,25,Branco,Mestrado,RS,10,Compras,Estagiario
2440,2E18,Feminino,26,Preto,Pos graduacao,PE,6,TI,Analista Junior
2441,5166,Masculino,24,Pardo,Doutorado,MS,7,Administrativo,Gerente
2442,28E0,Masculino,23,Pardo,Ensino Superior,MA,5,Operacoes,Analista Senior
2443,D49D,Masculino,23,Preto,Mestrado,PI,3,TI,Analista Pleno
2444,D284,Masculino,34,Branco,Ensino Superior,SC,9,Administrativo,Analista Senior
2445,C241,Masculino,25,Pardo,Ensino Superior,SP,2,Recursos Humanos,Analista Junior
2446,ED46,Masculino,35,Pardo,Ensino Medio,RS,2,Operacoes,Analista Junior
2447,A0E9,Masculino,31,Branco,Ensino Superior,SP,7,Recursos Humanos,Analista Pleno
2448,F61E,Feminino,21,Pardo,Ensino Superior,SC,6,Contabilidade,Analista Junior
2449,96CA,Masculino,20,Pardo,Mestrado,ES,4,Desenvolvimento de Produtos,Analista Senior
2450,2D8B,Masculino,36,Branco,Doutorado,SP,2,Compras,Analista Junior
2451,81D2,Masculino,32,Pardo,Ensino Superior,CE,9,TI,Analista Junior
2452,2B20,Masculino,55,Pardo,Mestrado,SC,2,Compras,Analista Pleno
2453,9A23,Masculino,24,Branco,Ensino Superior,AP,9,Compras,Estagiario
2454,EF13,Masculino,45,Branco,Ensino Superior,RJ,8,Desenvolvimento de Produtos,Analista Junior
2455,8032,Masculino,35,Pardo,Ensino Superior,MG,9,TI,Gerente
2456,C4A2,Feminino,21,Preto,Mestrado,SC,,Marketing,Gerente
2457,ED76,Masculino,28,Pardo,Pos graduacao,RJ,3,Desenvolvimento de Produtos,Analista Pleno
2458,941E,Feminino,38,Preto,Mestrado,RS,3,Administrativo,Gerente
2459,4148,Masculino,37,Branco,Ensino Superior,SP,9,Recursos Humanos,Analista Junior
2460,F865,Masculino,28,Pardo,Ensino Superior,PI,9,Contabilidade,Gerente
2461,8636,Masculino,22,Branco,Ensino Superior,RS,5,Administrativo,Analista Senior
2462,3711,Masculino,24,Preto,Pos graduacao,RJ,8,TI,Analista Junior
2463,6392,Masculino,20,Pardo,Ensino Superior,AP,0,Compras,Analista Pleno
2464,0732,Masculino,37,Branco,Ensino Superior,PE,4,Recursos Humanos,Gerente
2465,45A9,Masculino,24,Branco,Pos graduacao,RR,2,TI,Analista Pleno
2466,6214,Masculino,19,Branco,Pos graduacao,TO,1,Vendas,Analista Junior
2467,5486,Masculino,41,Pardo,Doutorado,RJ,,Compras,Analista Junior
2468,FB01,Masculino,38,Branco,Ensino Superior,DF,6,Contabilidade,Analista Senior
2469,8C98,Masculino,18,Pardo,Ensino Superior,MA,4,Desenvolvimento de Produtos,Analista Junior
2470,F7AC,Masculino,22,Branco,Pos graduacao,RR,8,Compras,Analista Pleno
2471,1116,Masculino,21,Pardo,Ensino Superior,AM,1,TI,Analista Junior
2472,7097,Masculino,33,Pardo,Ensino Superior,GO,1,Contabilidade,Estagiario
2473,951C,Masculino,31,Pardo,Ensino Superior,RJ,5,Administrativo,Analista Pleno
2474,3A93,Feminino,38,Preto,Pos graduacao,MS,6,Administrativo,Analista Pleno
2475,5083,Feminino,32,Branco,Doutorado,RJ,9,Vendas,Analista Junior
2476,6DD2,Feminino,38,Branco,Ensino Superior,RJ,7,Operacoes,Analista Senior
2477,C6FE,Masculino,23,Pardo,Ensino Superior,SP,3,Desenvolvimento de Produtos,Analista Senior
2478,5C4F,Feminino,42,Branco,Ensino Medio,PB,8,Desenvolvimento de Produtos,Analista Junior
2479,EC60,Masculino,23,Pardo,Ensino Superior,SP,8,Operacoes,Gerente
2480,6070,Masculino,30,Branco,Mestrado,RR,7,Contabilidade,Analista Senior
2481,B747,Masculino,33,Branco,Mestrado,SC,6,Compras,Analista Junior
2482,E81C,Masculino,34,Branco,Ensino Superior,RJ,2,TI,Analista Junior
2483,DDB3,Masculino,19,Branco,Ensino Medio,RJ,5,Compras,Analista Pleno
2484,FFE3,Masculino,22,Pardo,Mestrado,AP,,Compras,Estagiario
2485,6A23,Masculino,19,Pardo,Doutorado,RJ,,Compras,Gerente
2486,91C5,Feminino,57,Preto,Ensino Superior,GO,6,Contabilidade,Analista Pleno
2487,2A19,Masculino,42,Pardo,Mestrado,PR,2,Recursos Humanos,Gerente
2488,B71C,Masculino,30,Branco,Pos graduacao,RS,,Administrativo,Gerente
2489,C3C5,Masculino,38,Branco,Mestrado,RR,6,Vendas,Analista Senior
2490,608B,Feminino,22,Branco,Mestrado,PB,7,Administrativo,Analista Junior
2491,FDC0,Feminino,41,Branco,Ensino Superior,MG,8,Vendas,Analista Pleno
2492,E589,Masculino,20,Pardo,Ensino Superior,PA,2,Recursos Humanos,Estagiario
2493,8224,Feminino,39,Pardo,Doutorado,BA,10,Operacoes,Analista Pleno
2494,3EB8,Masculino,37,Preto,Ensino Superior,BA,8,Desenvolvimento de Produtos,Analista Pleno
2495,ADE8,Masculino,38,Branco,Ensino Superior,DF,8,Operacoes,Analista Junior
2496,FE45,Feminino,49,Pardo,Ensino Superior,SC,7,Compras,Analista Senior
2497,BAA1,Masculino,47,Branco,Ensino Superior,MS,4,Contabilidade,Analista Senior
2498,551D,Feminino,22,Branco,Pos graduacao,PR,4,Contabilidade,Analista Senior
2499,A486,Feminino,19,Branco,Pos graduacao,MG,3,Vendas,Estagiario
2500,9DDA,Masculino,32,Amarelo,Ensino Superior,DF,9,Vendas,Analista Pleno
2501,7D29,Feminino,28,Preto,Ensino Superior,RJ,5,Administrativo,Analista Pleno
2502,61DE,Feminino,29,Branco,Mestrado,RJ,0,Compras,Analista Junior
2503,B883,Masculino,31,Pardo,Pos graduacao,RS,5,Compras,Estagiario
2504,9B99,Feminino,36,Pardo,Ensino Superior,PR,3,Marketing,Analista Senior
2505,3DA8,Masculino,33,Branco,Pos graduacao,RO,14,Desenvolvimento de Produtos,Gerente
2506,4ABD,Feminino,22,Pardo,Pos graduacao,CE,7,Desenvolvimento de Produtos,Analista Junior
2507,2D76,Feminino,21,Pardo,Ensino Superior,RS,,Marketing,Analista Junior
2508,B4E9,Feminino,28,Branco,Ensino Superior,PA,0,Desenvolvimento de Produtos,Analista Pleno
2509,FC0E,Masculino,46,Pardo,Ensino Superior,SE,9,Operacoes,Analista Junior
2510,3562,Masculino,30,Branco,Ensino Superior,MG,6,Contabilidade,Analista Senior
2511,2109,Masculino,21,Branco,Ensino Superior,BA,,Compras,Analista Junior
2512,5933,Masculino,39,Branco,Ensino Superior,RO,5,Operacoes,Analista Pleno
2513,47BE,Masculino,20,Preto,Doutorado,RJ,6,Vendas,Analista Pleno
2514,CA2D,Masculino,20,Branco,Ensino Superior,PI,1,Marketing,Analista Junior
2515,7F98,Masculino,37,Pardo,Ensino Superior,RJ,5,TI,Analista Junior
2516,A85D,Masculino,18,Pardo,Pos graduacao,DF,,Vendas,Analista Pleno
2517,1881,Masculino,33,Pardo,Mestrado,MT,9,Vendas,Analista Senior
2518,986C,Feminino,31,Branco,Ensino Medio,DF,7,Vendas,Analista Junior
2519,A7C9,Masculino,44,Branco,Ensino Superior,PR,6,Contabilidade,Analista Junior
2520,BA18,Feminino,21,Pardo,Pos graduacao,DF,3,Desenvolvimento de Produtos,Analista Junior
2521,C7F4,Feminino,34,Pardo,Ensino Superior,RO,3,Contabilidade,Analista Senior
2522,97C0,Masculino,20,Branco,Ensino Superior,AP,6,Compras,Analista Senior
2523,EFA4,Masculino,46,Pardo,Pos graduacao,PE,6,Compras,Analista Junior
2524,94AF,Masculino,38,Pardo,Ensino Superior,MG,2,Administrativo,Analista Senior
2525,52AB,Masculino,33,Branco,Mestrado,RS,5,Contabilidade,Analista Junior
2526,D677,Masculino,42,Pardo,Ensino Superior,AL,3,Contabilidade,Analista Junior
2527,C65A,Masculino,18,Branco,Ensino Medio,CE,,Compras,Analista Junior
2528,51D8,Masculino,24,Pardo,Mestrado,RJ,3,Contabilidade,Analista Pleno
2529,69A3,Feminino,21,Pardo,Pos graduacao,MG,3,Administrativo,Gerente
2530,D4FD,Masculino,35,Pardo,Pos graduacao,RS,5,Vendas,Gerente
2531,5D67,Feminino,46,Pardo,Pos graduacao,PR,6,Contabilidade,Estagiario
2532,FE3A,Feminino,21,Branco,Ensino Superior,MA,1,Marketing,Gerente
2533,E09F,Masculino,36,Branco,Ensino Superior,RS,13,TI,Gerente
2534,A48E,Masculino,30,Pardo,Ensino Superior,RO,6,Desenvolvimento de Produtos,Analista Pleno
2535,3BD7,Feminino,25,Pardo,Pos graduacao,RS,4,Operacoes,Estagiario
2536,7B07,Masculino,31,Pardo,Ensino Superior,MS,5,Vendas,Gerente
2537,91B5,Masculino,20,Pardo,Ensino Superior,MG,4,TI,Analista Junior
2538,C31B,Feminino,43,Pardo,Ensino Superior,MG,5,Desenvolvimento de Produtos,Gerente
2539,CE46,Masculino,,Pardo,Doutorado,RJ,2,Administrativo,Estagiario
2540,7A03,Masculino,28,Branco,Pos graduacao,PR,13,Contabilidade,Analista Junior
